2020/02/01-2:52:21,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
1,3,16,5,2,16,1,3,2,4,18,3,17,3,53,1,154,32,17,32,32,16,50,17,67,19,66,20,81,32,32,16,50,17,67,19,66,20,81,
